,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,City Council District,2018 Solar-Ready Status,Agency,Site,BBL,Address,Borough,Environmental Justice Zone**,Total Gross Square Footage,Roof Condition,Roof Age,Solar-Readiness Assessment***,Other Sustainability Projects****
1203,1203,1203,1203,32,Solar-Ready,DOE,Q137,4091720001,109-15 98TH STREET,Queens,EJZ,"186,000 GSF",Good,2 to 4 years,,
1204,1204,1204,1204,32,Not Solar-Ready,DOE,Q480,4095400002,101-01 ROCKAWAY BLVD.,Queens,EJZ,"299,292 GSF",Fair,10 to 14 years,Yes,
1205,1205,1205,1205,33,Not Solar-Ready,DCAS,Office of Transportation Service Building,3,Brooklyn Navy Yard,Brooklyn,,"10,000 GSF",Unknown,Unknown,,
1206,1206,1206,1206,33,Not Solar-Ready,DEP,Cm Office,3025600025,267 Greenpoint Ave,Brooklyn,,"10,001 GSF",Fair,15 to 19 years,,
1207,1207,1207,1207,33,Not Solar-Ready,DEP,Disinfection Bldg,3025250001,277 Greenpoint Ave,Brooklyn,,"10,001 GSF",Good,10 to 14 years,,
1208,1208,1208,1208,33,Not Solar-Ready,DEP,N Control Bg,3025250001,279 Greenpoint Ave,Brooklyn,,"10,001 GSF",Good,10 to 14 years,,
1209,1209,1209,1209,33,Solar-Ready,DEP,Cntr Residuals Bg,3025250001,353 Greenpoint Ave,Brooklyn,,"10,001 GSF",Between Good and Fair,5 to 9 years,,
1210,1210,1210,1210,33,Solar-Ready,DEP,S Control Bg,3025250001,281 Greenpoint Ave,Brooklyn,,"10,001 GSF",Good,2 to 4 years,,
1211,1211,1211,1211,33,Not Solar-Ready,FDNY,Engine Co. 238 and Ladder Co. 106,3025600050,205 Greenpoint Ave,Brooklyn,,"10,262 GSF",Fair,10 to 14 years,,
1212,1212,1212,1212,33,Solar-Ready,NYPD,Tow Pound Operations Building,3,Brooklyn Navy Yard,Brooklyn,,"11,000 GSF",Between Good and Fair,5 to 9 years,,
1213,1213,1213,1213,33,Not Solar-Ready,FDNY,Engine Co. 229 and Ladder Co. 146,3027220028,75 Richardson St,Brooklyn,,"13,500 GSF",Fair,10 to 14 years,,
1214,1214,1214,1214,33,Not Solar-Ready,DOT,Clay Street Storage (Under Bridge),3024890007,130 Clay St,Brooklyn,,"16,000 GSF",Unknown,Unknown,,
1215,1215,1215,1215,33,Not Solar-Ready,DPR,McCarren Park Recreation Center,3026960001,776 Lorimer St,Brooklyn,,"16,000 GSF",Fair,> 20 years,,
1216,1216,1216,1216,33,Not Solar-Ready,DEP,Centrifuge Building,3025250001,281 Greenpoint Ave,Brooklyn,,"16,250 GSF",Good,10 to 14 years,,
1217,1217,1217,1217,33,Not Solar-Ready,FDNY,Marine Co. 6,3,Grand St at East Riv,Brooklyn,,"16,500 GSF",Unknown,Unknown,,
1218,1218,1218,1218,33,Not Solar-Ready,DOT,Williamsburg Bridge Carpenter Shop,3024530001,352 Kent Ave,Brooklyn,,"16,716 GSF",Between Fair and Poor,Unknown,,
1219,1219,1219,1219,33,Not Solar-Ready,HHC,Bedford Stuyvesant Alcohol Treatment Center,3017510025,722 Myrtle Ave,Brooklyn,EJZ,"17,400 GSF",Between Good and Fair,10 to 14 years,,
1220,1220,1220,1220,33,Solar-Ready,NYPD,94th Precinct,3026190001,100 Meserole Ave,Brooklyn,,"18,500 GSF",Good,5 to 9 years,,
1221,1221,1221,1221,33,Solar-Ready,DEP,Main Building Area 2,3025250001,281 Greenpoint Ave,Brooklyn,,"20,000 GSF",Good,< 2 years,,
1222,1222,1222,1222,33,Not Solar-Ready,BPL,Williamsburg Branch Library,3021890001,240 Division Ave,Brooklyn,EJZ,"24,118 GSF",Between Fair and Poor,15 to 19 years,,
1223,1223,1223,1223,33,Not Solar-Ready,DOT,Williamsburg Bridge Repair Shops,3024530001,372 Kent Ave,Brooklyn,,"27,729 GSF",Between Fair and Poor,Unknown,,
1224,1224,1224,1224,33,Not Solar-Ready,FDNY,Engine Co. 211 & Ladder Co. 119,3022030016,26 Hooper St,Brooklyn,EJZ,"28,285 GSF",Between Fair and Poor,15 to 19 years,,
1225,1225,1225,1225,33,Not Solar-Ready,DOT,Williamsburg Bridge Lighting and Shop,3024540001,424 Wythe Ave,Brooklyn,,"30,873 GSF",Unknown,Unknown,,
1226,1226,1226,1226,33,Not Solar-Ready,DOE,K778,3022070002,250 HOOPER ST,Brooklyn,EJZ,"31,110 GSF",Poor,> 20 years,,
1227,1227,1227,1227,33,Solar-Ready,DOE,K034,3026220028,131 NORMAN AVENUE,Brooklyn,EJZ,"38,400 GSF",Good,2 to 4 years,,
1228,1228,1228,1228,33,Not Solar-Ready,DEP,1 Wallabout St,3,Red Hook WPCP,Brooklyn,,"39,600 GSF",Unknown,Unknown,,
1229,1229,1229,1229,33,Not Solar-Ready,DOE,K369,3001720055,383-387 STATE STREET,Brooklyn,,"39,600 GSF",Under construction,Under construction,,
1230,1230,1230,1230,33,Not Solar-Ready,DCAS,Brooklyn Appellate Court,3002370001,45 Monroe Pl,Brooklyn,,"49,500 GSF",Fair,> 20 years,,
1231,1231,1231,1231,33,Not Solar-Ready,DOT,Bridges ERB Iron Shop,3000390001,59 Adams St,Brooklyn,,"50,000 GSF",Between Fair and Poor,Unknown,,
1232,1232,1232,1232,33,Not Solar-Ready,DEP,Existing Main Building,3,Red Hook WPCP,Brooklyn,,"50,400 GSF",Unknown,Unknown,,
1233,1233,1233,1233,33,Solar-Ready,DOE,K806,3001740001,362 SCHERMERHORN ST.,Brooklyn,,"55,200 GSF",Between Good and Fair,5 to 9 years,,
1234,1234,1234,1234,33,Not Solar-Ready,NYPD,Service Shop #1,3000350021,11 Front St,Brooklyn,,"58,400 GSF",Good,10 to 14 years,,
1235,1235,1235,1235,33,Not Solar-Ready,DSNY,Greenpoint Marine Transfer Station,3025080001,1 Kingsland Ave,Brooklyn,,"59,882 GSF",Fair,> 20 years,,
1236,1236,1236,1236,33,Not Solar-Ready,DCAS,Brooklyn Borough Hall,3001390001,209 Joralemon St,Brooklyn,,"64,000 GSF",Good,10 to 14 years,,
1237,1237,1237,1237,33,Not Solar-Ready,DSNY,Greenpoint Incinerator/Garage,3025080001,459 North Henry Street,Brooklyn,,"65,550 GSF",Fair,> 20 years,,
1238,1238,1238,1238,33,Not Solar-Ready,DCAS,OEM Headquarters,3000850006,165 Cadman Plz East,Brooklyn,,"66,245 GSF",Good,10 to 14 years,,
1239,1239,1239,1239,33,Solar-Ready,DOE,K008,3002110001,37 HICKS STREET,Brooklyn,,"72,000 GSF",Good,5 to 9 years,,
1240,1240,1240,1240,33,Not Solar-Ready,DOE,K110,3026880042,124 MONITOR STREET,Brooklyn,,"80,400 GSF",Between Good and Fair,> 20 years,,
1241,1241,1241,1241,33,Not Solar-Ready,DEP,Shaft Maintenance/Kent Avenue Machine Shop,3018820001,356 Flushing Ave,Brooklyn,EJZ,"94,810 GSF",Unknown,Unknown,,
1242,1242,1242,1242,33,Solar-Ready,DOE,K054,3017650015,195 SANFORD STREET,Brooklyn,EJZ,"96,000 GSF",Good,5 to 9 years,,
1243,1243,1243,1243,33,Not Solar-Ready,DOE,K031,3025950001,75 MESEROLE AVENUE,Brooklyn,,"102,000 GSF",Fair,10 to 14 years,,
1244,1244,1244,1244,33,Not Solar-Ready,DOE,K038,3001910001,450 PACIFIC STREET,Brooklyn,,"104,400 GSF",Between Good and Fair,10 to 14 years,,
1245,1245,1245,1245,33,Solar-Ready,DEP,Main Building Area 1,3025250001,281 Greenpoint Ave,Brooklyn,,"106,250 GSF",Good,< 2 years,,
1246,1246,1246,1246,33,Not Solar-Ready,DCAS,Construction Shops,3024670001,390 Kent Ave,Brooklyn,,"107,450 GSF",Fair,> 20 years,,
1247,1247,1247,1247,33,Not Solar-Ready,DOE,K261,3001880014,314 PACIFIC STREET,Brooklyn,,"107,628 GSF",Between Fair and Poor,> 20 years,,
1248,1248,1248,1248,33,Solar-Ready,DOE,K307,3000560007,209 YORK STREET,Brooklyn,,"111,600 GSF",Good,< 2 years,,
1249,1249,1249,1249,33,Not Solar-Ready,DOE,K656,3001920001,500 PACIFIC STREET,Brooklyn,,"112,800 GSF",Fair,> 20 years,,
1250,1250,1250,1250,33,Not Solar-Ready,DOE,K519,3003970011,347 BALTIC STREET,Brooklyn,,"115,466 GSF",Fair,15 to 19 years,,
1251,1251,1251,1251,33,Not Solar-Ready,DOE,K016,3021770001,157 WILSON STREET,Brooklyn,EJZ,"121,200 GSF",Fair,> 20 years,,
1252,1252,1252,1252,33,Not Solar-Ready,DOE,K157,3018970013,850 KENT AVENUE,Brooklyn,EJZ,"122,400 GSF",Fair,15 to 19 years,,
1253,1253,1253,1253,33,Not Solar-Ready,DEP,Building 268,300188,Red Hook WPCP,Brooklyn,,"123,000 GSF",Unknown,Unknown,,
1254,1254,1254,1254,33,Solar-Ready,DOE,K313,3001400010,283 ADAMS STREET,Brooklyn,,"133,200 GSF",Between Good and Fair,5 to 9 years,,
1255,1255,1255,1255,33,Solar-Ready,DOE,K802,3001540001,131 LIVINGSTON STREET,Brooklyn,,"147,725 GSF",Good,5 to 9 years,,
1256,1256,1256,1256,33,Solar-Ready,DOE,K126,3027120001,424 LEONARD STREET,Brooklyn,,"149,046 GSF",Fair,5 to 9 years,Yes,
1257,1257,1257,1257,33,Not Solar-Ready,DOC,Brooklyn House of Detention #129,3001750001,275 Atlantic Ave,Brooklyn,,"161,765 GSF",Fair,15 to 19 years,,
1258,1258,1258,1258,33,Not Solar-Ready,DOE,K610,3026700001,50 BEDFORD AVE,Brooklyn,,"172,800 GSF",Between Fair and Poor,15 to 19 years,,
1259,1259,1259,1259,33,Solar-Ready,DOE,K117,3019260010,300 WILLOUGHBY AVENUE,Brooklyn,EJZ,"176,400 GSF",Good,2 to 4 years,Yes,
1260,1260,1260,1260,33,Not Solar-Ready,DOE,K318,3022460001,101 WALTON STREET,Brooklyn,EJZ,"181,200 GSF",Fair,> 20 years,,
1261,1261,1261,1261,33,Solar-Ready,DOE,K497,3004020001,284 BALTIC STREET,Brooklyn,,"189,600 GSF",Good,< 2 years,,
1262,1262,1262,1262,33,Not Solar-Ready,DOE,K071,3022270001,215 HEYWARD STREET,Brooklyn,EJZ,"202,800 GSF",Fair,15 to 19 years,Yes,
1263,1263,1263,1263,33,Solar-Ready,DOE,K650,3023300011,257 NORTH 6TH ST.,Brooklyn,,"218,400 GSF",Good,< 2 years,,
1264,1264,1264,1264,33,Not Solar-Ready,DCAS,Brooklyn Criminal Court,3001690017,120 Schermerhorn St,Brooklyn,,"264,100 GSF",Fair,15 to 19 years,,
1265,1265,1265,1265,33,Not Solar-Ready,DOE,K801,3002660020,65 COURT ST,Brooklyn,,"288,200 GSF",Between Good and Fair,10 to 14 years,,
1266,1266,1266,1266,33,Not Solar-Ready,DOE,K580,3001310001,105 JOHNSON ST.,Brooklyn,,"292,800 GSF",Fair,> 20 years,,
1267,1267,1267,1267,33,Not Solar-Ready,DEP,Skimmings Building,3002110001,307 Greenpoint Ave,Brooklyn,,"453,617 GSF",Good,10 to 14 years,,
1268,1268,1268,1268,33,Not Solar-Ready,DCAS,Brooklyn Supreme Court,3001390020,360 Adams St,Brooklyn,,"621,817 GSF",Good,> 20 years,,
1269,1269,1269,1269,33,Solar-Ready,DEP,Main Building,3025250001,329 Greenpoint Ave,Brooklyn,,"1,306,271 GSF",Good,< 2 years,,
1270,1270,1270,1270,34,Not Solar-Ready,FDNY,Engine Co. 206,3029290053,1201 Grand St,Brooklyn,,"10,180 GSF",Fair,10 to 14 years,,
1271,1271,1271,1271,34,Solar-Ready,BPL,Leonard Branch Library,3027680017,82 Devoe St,Brooklyn,,"10,699 GSF",Good,< 2 years,,
1272,1272,1272,1272,34,Not Solar-Ready,BPL,Bushwick Branch Library,3030980019,340 Bushwick Ave,Brooklyn,EJZ,"10,757 GSF",Between Fair and Poor,15 to 19 years,,
1273,1273,1273,1273,34,Solar-Ready,BPL,DeKalb Branch Library,3032410018,790 Bushwick Ave,Brooklyn,EJZ,"12,584 GSF",Good,2 to 4 years,,
1274,1274,1274,1274,34,Not Solar-Ready,DOE,K319,3024240001,360 KEAP STREET,Brooklyn,EJZ,"13,200 GSF",Poor,15 to 19 years,,
1275,1275,1275,1275,34,Not Solar-Ready,DHS,Stockholm Street Family Residence,3032430044,103 Stockholm St,Brooklyn,EJZ,"17,800 GSF",Unknown,Unknown,,
1276,1276,1276,1276,34,Solar-Ready,DOE,Q848,4034340001,511 SENECA AVENUE,Queens,,"18,000 GSF",Good,5 to 9 years,,
1277,1277,1277,1277,34,Not Solar-Ready,DPR,Metropolitan Pool and Fitness Center,3023660004,261 Bedford Ave,Brooklyn,,"18,200 GSF",Fair,> 20 years,,
1278,1278,1278,1278,34,Solar-Ready,FDNY,Greenpoint EMT Station,3023680012,332 Metropolitan Ave,Brooklyn,,"18,758 GSF",Good,5 to 9 years,,
1279,1279,1279,1279,34,Not Solar-Ready,DOHMH,Williamsburg Health Center,3027880033,151 Maujer St,Brooklyn,,"27,172 GSF",Unknown,10 to 14 years,,
1280,1280,1280,1280,34,Solar-Ready,DEP,BWS Storehouse (GS1),3029440011,1201 Metropolitan Ave,Brooklyn,,"27,800 GSF",Between Good and Fair,5 to 9 years,,
1281,1281,1281,1281,34,Not Solar-Ready,DOE,K018,3027870001,101 MAUJER STREET,Brooklyn,,"34,800 GSF",Fair,> 20 years,,
1282,1282,1282,1282,34,Solar-Ready,DOE,Q245,4034280015,378 SENECA AVE.,Queens,,"38,500 GSF",Between Good and Fair,5 to 9 years,,
1283,1283,1283,1283,34,Not Solar-Ready,NYPD,90th Precinct and Engine Company 216,3024650100,211 Union Ave,Brooklyn,,"39,345 GSF",Good,15 to 19 years,,
1284,1284,1284,1284,34,Not Solar-Ready,DOE,K075,3033140001,95 GROVE STREET,Brooklyn,EJZ,"64,800 GSF",Between Good and Fair,15 to 19 years,,
1285,1285,1285,1285,34,Not Solar-Ready,DOE,Q075,4035490044,1666 HANCOCK STREET,Queens,EJZ,"70,860 GSF",Fair,15 to 19 years,,
1286,1286,1286,1286,34,Not Solar-Ready,DOE,Q081,4034370001,559 CYPRESS AVENUE,Queens,EJZ,"75,039 GSF",Fair,15 to 19 years,,
1287,1287,1287,1287,34,Solar-Ready,DOE,K132,3027590001,320 MANHATTAN AVENUE,Brooklyn,,"86,400 GSF",Good,5 to 9 years,,
1288,1288,1288,1288,34,Not Solar-Ready,DOE,K162,3032120001,1390 WILLOUGHBY AVENUE,Brooklyn,,"88,800 GSF",Under construction,Under construction,,
1289,1289,1289,1289,34,Solar-Ready,DOE,K017,3023450001,208 NORTH 5 STREET,Brooklyn,,"91,200 GSF",Good,2 to 4 years,,
1290,1290,1290,1290,34,Not Solar-Ready,DOE,K299,3033580001,88 WOODBINE STREET,Brooklyn,EJZ,"97,200 GSF",Fair,> 20 years,,
1291,1291,1291,1291,34,Not Solar-Ready,DHS,Barbara Kleinman Residence,3028850001,269 Skillman Ave,Brooklyn,EJZ,"97,780 GSF",Fair,10 to 14 years,,
1292,1292,1292,1292,34,Not Solar-Ready,DOE,K250,3030600001,108 MONTROSE AVENUE,Brooklyn,,"102,000 GSF",Fair,15 to 19 years,,
1293,1293,1293,1293,34,Solar-Ready,DOE,K123,3032030001,100 IRVING AVENUE,Brooklyn,EJZ,"103,200 GSF",Good,2 to 4 years,,
1294,1294,1294,1294,34,Not Solar-Ready,DOE,K257,3031140011,60 COOK STREET,Brooklyn,,"106,800 GSF",Fair,15 to 19 years,,
1295,1295,1295,1295,34,Not Solar-Ready,DOE,K865,3031140011,797 BUSHWICK AVENUE,Brooklyn,EJZ,"106,925 GSF",Between Good and Fair,> 20 years,,
1296,1296,1296,1296,34,Not Solar-Ready,DOE,K274,3032410037,800 BUSHWICK AVENUE,Brooklyn,EJZ,"109,200 GSF",Between Good and Fair,10 to 14 years,,
1297,1297,1297,1297,34,Not Solar-Ready,DOE,K019,3024230001,325 S. 3RD ST.,Brooklyn,EJZ,"111,600 GSF",Fair,15 to 19 years,,
1298,1298,1298,1298,34,Not Solar-Ready,DOE,K120,3031370026,18 BEAVER STREET,Brooklyn,EJZ,"116,400 GSF",Between Fair and Poor,> 20 years,,
1299,1299,1299,1299,34,Not Solar-Ready,DOE,Q239,4035610001,17-15 WEIRFIELD STREET,Queens,EJZ,"117,126 GSF",Fair,10 to 14 years,,
1300,1300,1300,1300,34,Not Solar-Ready,DOE,K145,3031530011,100 NOLL STREET,Brooklyn,EJZ,"134,400 GSF",Fair,15 to 19 years,,
1301,1301,1301,1301,34,Not Solar-Ready,DOE,K050,3024180040,183 SOUTH 3RD STREET,Brooklyn,,"138,000 GSF",Fair,> 20 years,,
1302,1302,1302,1302,34,Solar-Ready,DOE,Q849,4035630023,976 SENECA AVENUE,Queens,,"165,600 GSF",Fair,5 to 9 years,,
1303,1303,1303,1303,34,Not Solar-Ready,DOE,K147,3030910001,325 BUSHWICK AVENUE,Brooklyn,,"170,400 GSF",Between Fair and Poor,> 20 years,,
1304,1304,1304,1304,34,Solar-Ready,DOE,K049,3030250001,223 GRAHAM AVENUE,Brooklyn,EJZ,"186,000 GSF",Good,2 to 4 years,Yes,
1305,1305,1305,1305,34,Not Solar-Ready,DOE,K111,3024650100,35 STARR STREET,Brooklyn,,"193,200 GSF",Fair,> 20 years,,
1306,1306,1306,1306,34,Not Solar-Ready,DSNY,Brooklyn North 1 District & 4 District Garage,3029620001,161 Varick Ave,Brooklyn,,"202,480 GSF",Good,10 to 14 years,Yes,
1307,1307,1307,1307,34,Not Solar-Ready,DOE,K450,3030160001,850 GRAND STREET,Brooklyn,EJZ,"504,000 GSF",Between Fair and Poor,> 20 years,,
1308,1308,1308,1308,35,Not Solar-Ready,FDNY,Engine Co. 219 and Ladder Co. 105,3011360011,492 Dean St,Brooklyn,,"10,300 GSF",Poor,> 20 years,,
1309,1309,1309,1309,35,Not Solar-Ready,FDNY,"Engine Co. 234 and Ladder Co. 123, Batt. 38",3013840008,1352 St. John's Pl,Brooklyn,EJZ,"10,355 GSF",Poor,> 20 years,,
1310,1310,1310,1310,35,Solar-Ready,FDNY,Brooklyn Central Office,3011830051,35 Empire Blvd,Brooklyn,,"10,826 GSF",Good,5 to 9 years,,
1311,1311,1311,1311,35,Solar-Ready,DEP,Hazmat Citywide Field Operations,3018940038,82 Emerson Pl,Brooklyn,EJZ,"11,500 GSF",Between Good and Fair,5 to 9 years,,
1312,1312,1312,1312,35,Not Solar-Ready,NYPD,77th Precinct Annex,3011620001,653 Grand Ave,Brooklyn,EJZ,"12,623 GSF",Poor,> 20 years,,
1313,1313,1313,1313,35,Solar-Ready,BPL,Eastern Parkway Branch Library and Learning Center,3013960006,1044 Eastern Pkwy,Brooklyn,EJZ,"16,024 GSF",Good,< 2 years,,
1314,1314,1314,1314,35,Not Solar-Ready,DHS,BRC Women's Shelter,3019670068,85 Lexington Ave,Brooklyn,,"17,000 GSF",Good,Unknown,,
1315,1315,1315,1315,35,Not Solar-Ready,BPL,Bedford Branch Library and Learning Center,3019970032,496 Franklin Ave,Brooklyn,EJZ,"17,184 GSF",Between Fair and Poor,> 20 years,,
1316,1316,1316,1316,35,Solar-Ready,DOE,K813,3011600001,355 PARK PLACE,Brooklyn,,"17,340 GSF",Between Good and Fair,5 to 9 years,,
1317,1317,1317,1317,35,Not Solar-Ready,NYPD,88th Precinct,3019330121,298 Classon Ave,Brooklyn,EJZ,"18,600 GSF",Unknown,15 to 19 years,,
1318,1318,1318,1318,35,Not Solar-Ready,DCLA,Brooklyn Botanic Garden Palm House,3011830001,1000 Washington Ave,Brooklyn,,"21,000 GSF",Good,Unknown,,
1319,1319,1319,1319,35,Not Solar-Ready,DCLA,Visitor Center,3023690006,1000 Washington Ave,Brooklyn,,"21,000 GSF",Good,Unknown,,
1320,1320,1320,1320,35,Not Solar-Ready,NYPD,71st Precinct,3013100001,421 Empire Blvd,Brooklyn,EJZ,"24,300 GSF",Good,10 to 14 years,,
1321,1321,1321,1321,35,Not Solar-Ready,DOE,K874,3011640057,227 STERLING PLACE,Brooklyn,,"25,715 GSF",Between Good and Fair,10 to 14 years,,
1322,1322,1322,1322,35,Not Solar-Ready,NYPD,78th Precinct,3011430014,65 6th Ave,Brooklyn,,"34,500 GSF",Between Fair and Poor,Unknown,,
1323,1323,1323,1323,35,Not Solar-Ready,DOHMH,Fort Greene Health Center,3013960006,295 Flatbush Ave Ext,Brooklyn,,"41,800 GSF",Good,10 to 14 years,,
1324,1324,1324,1324,35,Not Solar-Ready,DCLA,Brooklyn Botanic Garden Service Garage,3011830001,1000 Washington Ave,Brooklyn,,"42,000 GSF",Good,Unknown,,
1325,1325,1325,1325,35,Solar-Ready,DCLA,Brooklyn Academy of Music (BAM Richard B. Fisher Building),3021110011,321 Ashland Pl,Brooklyn,,"42,022 GSF",Good,5 to 9 years,,
1326,1326,1326,1326,35,Solar-Ready,DCLA,Brooklyn Botanic Garden Administrative Building,3011830001,1000 Washington Ave,Brooklyn,,"43,600 GSF",Good,5 to 9 years,,
1327,1327,1327,1327,35,Not Solar-Ready,DCLA,Comfort Station,3023690006,1000 Washington Ave,Brooklyn,,"45,000 GSF",Unknown,Unknown,,
1328,1328,1328,1328,35,Not Solar-Ready,NYPD,84th Precinct (and Engine Company 207),3001340006,301 Gold St,Brooklyn,,"50,000 GSF",Between Fair and Poor,10 to 14 years,,
1329,1329,1329,1329,35,Not Solar-Ready,DOE,K824,3012670001,402 EASTERN PKWY.,Brooklyn,EJZ,"57,580 GSF",Fair,> 20 years,,
1330,1330,1330,1330,35,Not Solar-Ready,DOE,K085,3020080001,510 CLERMONT AVE.,Brooklyn,EJZ,"61,200 GSF",Fair,15 to 19 years,,
1331,1331,1331,1331,35,Solar-Ready,DCLA,Brooklyn Botanic Garden Conservatory,3023690006,1000 Washington Ave,Brooklyn,,"70,000 GSF",Good,< 2 years,,
1332,1332,1332,1332,35,Not Solar-Ready,DOE,K241,3011880001,976 PRESIDENT STREET,Brooklyn,EJZ,"79,453 GSF",Fair,15 to 19 years,,
1333,1333,1333,1333,35,Not Solar-Ready,DOE,K270,3019330102,241 EMERSON PLACE,Brooklyn,EJZ,"86,400 GSF",Fair,> 20 years,,
1334,1334,1334,1334,35,Not Solar-Ready,DOE,K167,3013890035,1025 EASTERN PKWY,Brooklyn,EJZ,"90,000 GSF",Under construction,Under construction,,
1335,1335,1335,1335,35,Not Solar-Ready,DOE,K161,3012970026,330 CROWN STREET,Brooklyn,EJZ,"93,600 GSF",Between Fair and Poor,15 to 19 years,,
1336,1336,1336,1336,35,Not Solar-Ready,DCLA,BAM Harvey Theater (Majestic Theater),3020950045,651 Fulton St,Brooklyn,,"94,765 GSF",Fair,10 to 14 years,,
1337,1337,1337,1337,35,Not Solar-Ready,DOE,K011,3019620010,419 WAVERLY AVENUE,Brooklyn,,"99,600 GSF",Fair,15 to 19 years,,
1338,1338,1338,1338,35,Not Solar-Ready,DOE,K316,3011670018,750 CLASSON AVENUE,Brooklyn,,"99,600 GSF",Poor,> 20 years,,
1339,1339,1339,1339,35,Not Solar-Ready,DOE,K056,3019830010,170 GATES AVENUE,Brooklyn,EJZ,"100,800 GSF",Between Fair and Poor,> 20 years,,
1340,1340,1340,1340,35,Solar-Ready,DOE,K287,3001110001,50 NAVY STREET,Brooklyn,EJZ,"106,800 GSF",Between Good and Fair,5 to 9 years,,
1341,1341,1341,1341,35,Solar-Ready,DOE,K020,3020910003,225 ADELPHI STREET,Brooklyn,,"110,400 GSF",Good,2 to 4 years,,
1342,1342,1342,1342,35,Not Solar-Ready,DCAS,Brooklyn Armory,3012740001,1579 Bedford Ave,Brooklyn,EJZ,"116,900 GSF",Fair,> 20 years,,
1343,1343,1343,1343,35,Not Solar-Ready,DOE,K590,30025,1186 CARROLL STREET,Brooklyn,EJZ,"126,000 GSF",Fair,15 to 19 years,,
1344,1344,1344,1344,35,Not Solar-Ready,DOE,K067,3020390002,51 SAINT EDWARDS STREET,Brooklyn,EJZ,"138,125 GSF",Between Good and Fair,10 to 14 years,,
1345,1345,1345,1345,35,Not Solar-Ready,DOE,K009,3011450026,80 UNDERHILL AVENUE,Brooklyn,,"139,200 GSF",Between Fair and Poor,> 20 years,,
1346,1346,1346,1346,35,Not Solar-Ready,HHC,Cumberland Diagnostic and Treatment Center,3020390101,100 North Portland Ave,Brooklyn,EJZ,"154,800 GSF",Between Fair and Poor,Unknown,,
1347,1347,1347,1347,35,Solar-Ready,DHS,Atlantic Avenue Men's Shelter (Armory),3011990015,1322 Bedford Ave,Brooklyn,EJZ,"164,320 GSF",Good,2 to 4 years,,
1348,1348,1348,1348,35,Not Solar-Ready,DOE,K265,3020280001,101 PARK AVENUE,Brooklyn,EJZ,"166,800 GSF",Fair,> 20 years,,
1349,1349,1349,1349,35,Not Solar-Ready,DCLA,BAM Peter Jay Sharp Theater (Opera House),3021110015,30 Lafayette Ave,Brooklyn,,"170,000 GSF",Between Good and Fair,10 to 14 years,,
1350,1350,1350,1350,35,Not Solar-Ready,DOE,K113,3021030004,300 ADELPHI STREET,Brooklyn,,"176,400 GSF",Fair,> 20 years,,
1351,1351,1351,1351,35,Not Solar-Ready,DOE,K320,3013010001,46 MCKEEVER PLACE,Brooklyn,EJZ,"189,600 GSF",Fair,> 20 years,,
1352,1352,1352,1352,35,Solar-Ready,DHS,Auburn Family Residence,3020390071,39 Auburn Place,Brooklyn,EJZ,"198,000 GSF",Good,5 to 9 years,,
1353,1353,1353,1353,35,Solar-Ready,DOE,K805,3001200020,49 FLATBUSH AVE. EXT.,Brooklyn,,"207,775 GSF",Good,2 to 4 years,,
1354,1354,1354,1354,35,Solar-Ready,DOE,K600,3011880001,901 CLASSON AVE,Brooklyn,EJZ,"240,000 GSF",Good,< 2 years,,
1355,1355,1355,1355,35,Not Solar-Ready,DOE,K440,3011870001,883 CLASSON AVE.,Brooklyn,EJZ,"324,000 GSF",Under construction,Under construction,,
1356,1356,1356,1356,35,Solar-Ready,BPL,Central Library and Learning Center,3011830002,10 Grand Army Plz,Brooklyn,,"350,000 GSF",Good,< 2 years,,
1357,1357,1357,1357,35,Not Solar-Ready,DCLA,Brooklyn Museum,3011830026,188 Eastern Pkwy,Brooklyn,,"554,736 GSF",Between Good and Fair,> 20 years,,
1358,1358,1358,1358,35,Solar-Ready,DOE,K430,3020980013,29 FORT GREENE PL.,Brooklyn,,"712,800 GSF",Between Good and Fair,5 to 9 years,,
1359,1359,1359,1359,36,Not Solar-Ready,BPL,Macon Branch Library,3012890025,361 Lewis Ave,Brooklyn,EJZ,"10,540 GSF",Unknown,Unknown,,
1360,1360,1360,1360,36,Not Solar-Ready,DOE,K867,3012350037,960 PROSPECT PLACE,Brooklyn,EJZ,"10,800 GSF",Fair,15 to 19 years,,
1361,1361,1361,1361,36,Solar-Ready,DOE,K853,3018680028,234 HERKIMER STREET,Brooklyn,EJZ,"13,200 GSF",Fair,5 to 9 years,,
1362,1362,1362,1362,36,Not Solar-Ready,DPR,Kosciuszko Pool House,3017790027,670 Marcy Ave,Brooklyn,EJZ,"13,400 GSF",Fair,> 20 years,,
1363,1363,1363,1363,36,Not Solar-Ready,HRA,DeKalb Avenue Residence,3016020013,970-972 Dekalb Ave,Brooklyn,EJZ,"14,720 GSF",Between Good and Fair,Unknown,,
1364,1364,1364,1364,36,Not Solar-Ready,DOHMH,Crown Heights Health Center,3013650009,1218 Prospect Pl,Brooklyn,EJZ,"15,805 GSF",Unknown,15 to 19 years,,
1365,1365,1365,1365,36,Not Solar-Ready,HRA,Safe Star - Transitional Housing,3017690072,217-223 Hart St,Brooklyn,EJZ,"30,720 GSF",Fair,> 20 years,,
